# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	143308
#@/user_id	77f2e777-e85d-43ee-9e5e-1824289d1c44
jie hun 	結婚	c=16 d=1.00001 t=141748
jie hun ba 	結婚吧	c=1 d=1 t=133296
jie hun qu le 	結婚去了	c=1 d=1 t=123617
jie hun zheng 	結婚證	c=7 d=3.58031 t=5505
jie ji 	接機	c=2 d=1 t=99886
jie ji 	藉機	c=3 d=1 t=75078
jie ji 	階級	c=2 d=1 t=45625
jie ji fen hua 	階級分化	c=1 d=1 t=103049
jie jie 	姐姐	c=3 d=1 t=95172
jie jie 	節節	c=1 d=1 t=60293
jie jie gao 	節節高	c=0 d=0.1 t=133084
jie jie gao sheng 	節節高昇	c=1 d=1 t=133085
jie jin 	接近	c=9 d=1.00667 t=135175
jie jin 	解禁	c=2 d=1 t=135176
jie ju 	結局	c=7 d=1 t=142474
jie jue 	解決	c=17 d=1 t=140376
jie jue le 	解決了	c=2 d=1 t=133804
jie jue yi xia 	解決一下	c=1 d=1 t=70180
jie ke 	捷克	c=1 d=1 t=4048
jie kou 	接口	c=1 d=1 t=104717
jie lai 	借來	c=1 d=1 t=110572
jie le 	接了	c=7 d=1.91393 t=113614
jie li 	借力	c=0 d=0.1 t=59536
jie li da li 	借力打力	c=1 d=1 t=59537
jie liu 	節流	c=1 d=1 t=67238
jie lu 	揭露	c=2 d=1 t=43462
jie lun 	杰倫	c=1 d=1 t=53432
jie lun 	結論	c=6 d=1 t=126694
jie lve 	劫掠	c=2 d=1.99005 t=8220
jie mei 	姐妹	c=2 d=1 t=140406
jie meng 	結盟	c=1 d=1 t=100597
jie mi 	傑米	c=7 d=1 t=52803
jie mi 	解密	c=1 d=1 t=42550
jie mian 	截面	c=1 d=1 t=67293
jie mian 	界面	c=3 d=0.1 t=75358
jie mian shang 	界面上	c=1 d=1 t=75359
jie mo 	結膜	c=2 d=1.99501 t=107567
jie mu 	節目	c=20 d=0.1 t=136759
jie mu shi 	節目時	c=1 d=1 t=136760
jie mu xiao guo 	節目效果	c=1 d=1 t=111619
jie nan 	解難	c=0 d=0.1 t=13578
jie neng 	節能	c=2 d=1 t=69332
jie ni 	接你	c=1 d=1 t=51878
jie ni gui 	傑尼龜	c=1 d=1 t=41072
jie pan 	接盤	c=2 d=0.1 t=87990
jie pan le 	接盤了	c=1 d=1 t=31608
jie pan shou 	接盤手	c=1 d=1 t=87991
jie ping 	截屏	c=1 d=1 t=87947
jie qi 	節氣	c=1 d=1 t=68052
jie qu 	截取	c=1 d=1 t=99926
jie qu 	接去	c=1 d=1 t=133038
jie ran 	孑然	c=1 d=1 t=67679
jie rang 	接壤	c=2 d=1 t=58851
jie ren wu 	接任務	c=1 d=1 t=59137
jie ri 	節日	c=4 d=0.1 t=122084
jie ri qi fen 	節日氣氛	c=1 d=1 t=122085
jie ru 	介入	c=2 d=1 t=104109
jie san 	解散	c=2 d=1 t=93388
jie san le 	解散了	c=1 d=1 t=80311
jie shang 	街上	c=1 d=1 t=80794
jie shao 	介紹	c=12 d=1.00012 t=141069
jie shao gei 	介紹給	c=1 d=1 t=137070
jie sheng 	節省	c=4 d=0.16878 t=135983
jie sheng le 	節省了	c=1 d=1 t=94652
jie sheng shi jian 	節省時間	c=1 d=1 t=31518
jie sheng ti ji 	節省體積	c=1 d=1 t=135984
jie sheng ti li 	節省體力	c=1 d=1 t=19963
jie shi 	皆是	c=3 d=1 t=118983
jie shi 	結實	c=2 d=0.1 t=91858
jie shi 	結石	c=1 d=1 t=130189
jie shi 	解釋	c=24 d=1 t=137183
jie shi de 	解釋的	c=1 d=1 t=89325
jie shi guo 	解釋國	c=1 d=1 t=15112
jie shi qing chu 	解釋清楚	c=2 d=1 t=24535
jie shi yi xia 	解釋一下	c=1 d=1 t=1740
jie shou 	接受	c=11 d=0.114774 t=137219
jie shou 	接收	c=1 d=1 t=100250
jie shu 	劫數	c=1 d=1 t=41994
jie shu 	結束	c=22 d=1.94176 t=141925
jie shu hou 	結束後	c=1 d=1 t=3246
jie shu qian 	結束前	c=1 d=1 t=56703
jie shuo ci 	解說詞	c=1 d=1 t=79383
jie song 	接送	c=1 d=1 t=124144
jie suan 	結算	c=1 d=1 t=87057
jie suo 	解鎖	c=8 d=1 t=121142
jie ti 	接替	c=1 d=1 t=133043
jie ti 	解體	c=1 d=1 t=126138
jie ti 	階梯	c=1 d=1 t=97549
jie ting 	接聽	c=1 d=1 t=41790
jie tou 	接頭	c=2 d=1 t=116069
jie tou 	街頭	c=4 d=1 t=133414
jie tu 	截圖	c=26 d=1.0002 t=134502
jie wei 	皆爲	c=1 d=1 t=80430
jie wei 	結尾	c=7 d=1 t=126420
jie wei 	解圍	c=1 d=1 t=41394
jie wei chu 	結尾處	c=1 d=1 t=18793
jie xia lai 	接下來	c=17 d=1 t=138263
jie xia lai de 	接下來的	c=1 d=1 t=103901
jie xin 	戒心	c=2 d=1.98511 t=132135
jie xuan 	節選	c=2 d=1 t=93511
jie ya 	解壓	c=2 d=1 t=105307
jie yan 	戒嚴	c=2 d=1.00207 t=20595
jie yao 	解藥	c=1 d=1 t=134421
jie yi 	介意	c=3 d=1 t=119978
jie yu 	節育	c=1 d=1 t=55281
jie yu 	結餘	c=1 d=1 t=3017
jie zha 	結紮	c=4 d=2.59702 t=73354
jie zhang 	結帳	c=4 d=1 t=112899
jie zhe 	接着	c=2 d=0.1 t=130801
jie zhe 	藉着	c=2 d=1 t=64683
jie zhe yong 	接着用	c=1 d=1 t=130802
jie zhi 	戒指	c=4 d=1 t=134803
jie zhong 	接種	c=7 d=0.1 t=133841
jie zhong liang 	接重量	c=1 d=1 t=53986
jie zhong lv 	接種率	c=2 d=1 t=27862
jie zhong yi miao 	接種疫苗	c=1 d=1 t=133842
jie zou 	節奏	c=12 d=1 t=113920
jin 	今	c=2 d=1 t=82475
jin 	僅	c=6 d=1 t=132439
jin 	勁	c=3 d=1 t=87127
jin 	斤	c=5 d=1 t=128211
jin 	津	c=3 d=1.9802 t=87936
jin 	燼	c=2 d=1 t=52087
jin 	盡	c=8 d=1 t=112545
jin 	筋	c=5 d=1 t=119513
jin 	緊	c=8 d=1 t=140474
jin 	襟	c=1 d=1 t=38184
jin 	近	c=11 d=1 t=136259
jin 	進	c=45 d=1.00168 t=140014
jin 	金	c=11 d=0.1 t=138927
jin 	靳	c=1 d=1 t=55360
jin ai 	緊挨	c=1 d=0.1 t=94136
jin ai zhe 	緊挨着	c=1 d=1 t=94137
jin ba bu wei 	津巴布韋	c=2 d=1.97531 t=97599
jin bao 	勁爆	c=1 d=1 t=20633
jin bi 	金幣	c=5 d=1 t=124885
jin bu 	進步	c=5 d=1 t=141208
jin bu jin ru 	進不進入	c=1 d=1 t=80844
jin bu liao 	進不了	c=3 d=1 t=130412
jin cai 	近才	c=1 d=1 t=100551
jin can rong 	金燦榮	c=6 d=1 t=123151
jin chang 	進場	c=1 d=1.07531 t=46207
jin chang 	金昌	c=0 d=0.1 t=133655
jin chang yu 	金昌魚	c=1 d=1 t=133656
jin cheng 	進城	c=2 d=1 t=132680
jin cheng 	進程	c=1 d=1 t=28214
jin cheng wu 	金城武	c=6 d=1 t=96204
jin chu tou 	金鋤頭	c=1 d=1 t=128430
jin cong 	僅從	c=1 d=1 t=8737
jin da xue 	進大學	c=1 d=1 t=134797
jin dai 	近代	c=3 d=1 t=104095
jin dan 	金丹	c=1 d=1 t=62820
jin di 	近地	c=4 d=3.40511 t=13411
jin di 	金地	c=1 d=1 t=131356
jin du 	禁毒	c=1 d=1 t=142130
jin du 	進度	c=11 d=1 t=138531
jin duan 	錦緞	c=2 d=1 t=77685
jin e 	金額	c=1 d=1 t=72938
jin er 	勁兒	c=3 d=0.1 t=118788
jin fang 	謹防	c=1 d=1 t=77462
jin fei 	禁飛	c=1 d=1 t=7519
jin gang zuan 	金剛鑽	c=1 d=1 t=18121
jin gen 	緊跟	c=0 d=0.1 t=137574
jin gen shi shi 	緊跟時事	c=1 d=1 t=137575
jin gong 	進宮	c=1 d=1 t=140234
jin gong 	進攻	c=4 d=1.49411 t=121333
jin gong 	進貢	c=1 d=1 t=20482
jin gu 	筋骨	c=1 d=1 t=12946
jin guan 	儘管	c=1 d=1 t=52078
jin gui 	金貴	c=1 d=1 t=44099
jin guo 	禁果	c=2 d=1.93707 t=87636
jin hu 	近乎	c=1 d=0.1 t=136044
jin hua 	進化	c=3 d=0.1 t=102129
jin hua dao 	進化到	c=1 d=1 t=102130
jin hua fen zhi 	進化分支	c=1 d=1 t=15202
jin hua lun 	進化論	c=2 d=1.00016 t=118615
jin huang 	金黃	c=0 d=0.1 t=133962
jin ji 	禁忌	c=2 d=1 t=127483
jin ji 	緊急	c=4 d=1 t=91683
jin ji 	金雞	c=0 d=0.1 t=63273
jin ji hu 	金雞湖	c=1 d=1 t=63274
jin jia 	金價	c=1 d=1 t=12579
jin jian 	覲見	c=2 d=1.98511 t=120381
jin jian yu 	進監獄	c=1 d=1 t=65663
jin jiao shou 	金教授	c=1 d=1 t=14122
jin jie zhe 	緊接着	c=1 d=1 t=125437
jin jin 	僅僅	c=4 d=1 t=101918
jin jin 	津津	c=1 d=1 t=55890
jin jin 	緊緊	c=1 d=1 t=111411
jin jin 	進進	c=1 d=1 t=54947
jin jin chu chu 	進進出出	c=1 d=1 t=8558
jin jin ji jiao 	斤斤計較	c=1 d=1 t=110747
jin jin shi 	僅僅是	c=0 d=0.1 t=13953
jin jing 	進京	c=1 d=1 t=31400
jin jun 	進軍	c=1 d=1 t=133246
jin ke la 	金克拉	c=1 d=1 t=138928
jin ke neng 	儘可能	c=5 d=1 t=110235
jin ke neng duo 	儘可能多	c=1 d=1 t=93625
jin kou 	進口	c=9 d=2.58362 t=70524
jin kou dian 	進口點	c=1 d=1 t=20566
jin kuai 	儘快	c=5 d=1 t=131964
jin kuang 	近況	c=4 d=1 t=127788
jin lai 	進來	c=3 d=1 t=116125
jin le 	盡了	c=1 d=1 t=37154
jin le 	進了	c=2 d=1 t=80988
jin li 	盡力	c=9 d=1 t=129133
jin li le 	盡力了	c=1 d=1 t=67861
jin lian 	金鍊	c=0 d=0.1 t=100346
jin lian zi 	金鍊子	c=1 d=1 t=100347
jin liang 	儘量	c=14 d=1.07465 t=142349
jin mao 	金毛	c=1 d=1 t=142706
jin men 	進門	c=1 d=0.1 t=118147
jin nian 	今年	c=20 d=1.00018 t=127001
jin nian lai 	近年來	c=1 d=1 t=58091
jin niu shan 	金牛山	c=1 d=1 t=104201
jin pai 	金牌	c=1 d=1.06313 t=136750
jin ping 	近平	c=2 d=1 t=36830
jin ping mei 	金瓶梅	c=0 d=0.1 t=132914
jin ping mei le 	金瓶梅了	c=1 d=1 t=132915
jin qi 	近期	c=5 d=1 t=129397
jin qi 	錦旗	c=0 d=0.1 t=80536
jin qian 	金錢	c=1 d=1 t=103850
jin qiang 	禁槍	c=2 d=1 t=133290
jin qing 	盡情	c=1 d=0.1 t=38001
jin qing qi dai 	盡情期待	c=1 d=1 t=38002
jin qiu 	進球	c=1 d=1 t=80350
jin qu 	進去	c=19 d=1 t=130082
jin quan li 	盡全力	c=1 d=1 t=18823
jin ri 	今日	c=6 d=1.00047 t=120527
jin ri cheng 	金日成	c=1 d=1 t=44095
jin ri qi 	今日起	c=1 d=1 t=105470
jin rong 	金融	c=5 d=1.00001 t=130275
jin rong quan 	金融全	c=1 d=1 t=126560
jin rong xi tong 	金融系統	c=1 d=1 t=133942
jin ru 	進入	c=12 d=1 t=137978
jin ru chao 	靳如超	c=1 d=1 t=55366
jin ru le 	進入了	c=1 d=1 t=33130
jin sai 	禁賽	c=1 d=1 t=125615
jin san pang 	金三胖	c=5 d=1 t=135063
jin shan 	金山	c=4 d=2.96536 t=136122
jin shen 	謹慎	c=4 d=0.1 t=112220
jin shen me 	進什麼	c=1 d=1 t=92996
jin shen yi dian 	謹慎一點	c=1 d=1 t=112221
jin sheng 	噤聲	c=2 d=1 t=64073
jin sheng 	晉升	c=4 d=1.99039 t=3325
jin sheng bao lei 	晉升堡壘	c=1 d=1 t=529
jin sheng tan 	金聖嘆	c=1 d=1 t=96993
jin shi 	近視	c=1 d=1 t=125137
jin shi 	進食	c=15 d=1.01317 t=76625
jin shi jing 	近視鏡	c=1 d=1 t=91144
jin shu 	金屬	c=1 d=1 t=77965
jin si 	金絲	c=1 d=0.1 t=127440
jin si xiong 	金絲熊	c=1 d=1 t=127441
jin si yu 	近似於	c=1 d=1 t=44169
jin tian 	今天	c=203 d=1.06686 t=142277
jin tian yao 	今天要	c=1 d=1 t=87114
jin tian zai 	今天在	c=1 d=1 t=30206
jin tiao 	金條	c=1 d=0.1 t=100203
jin tou 	勁頭	c=3 d=1 t=129022
jin tou 	盡頭	c=3 d=2.91693 t=129034
jin tui 	進退	c=1 d=1 t=33477
jin tui wei gu 	進退維谷	c=1 d=1 t=93493
jin wan 	今晚	c=9 d=1 t=114030
jin wu 	進屋	c=1 d=1 t=76286
jin xian 	盡顯	c=1 d=1 t=56294
jin xian yu 	僅限於	c=1 d=1 t=108315
jin xiao shen wei 	謹小慎微	c=1 d=1 t=56508
jin xie nian 	近些年	c=1 d=1 t=58442
jin xing 	進行	c=10 d=1 t=137820
jin xing 	金星	c=2 d=1.90937 t=88465
jin xing le 	進行了	c=1 d=1 t=99729
jin xiu 	錦繡	c=1 d=1 t=77688
jin yan 	禁言	c=7 d=1 t=137302
jin yan 	金眼	c=1 d=1 t=3078
jin yan le 	禁言了	c=1 d=1 t=20676
jin ye 	緊爺	c=2 d=1.956 t=132877
jin yi bu 	進一步	c=10 d=1.16696 t=102088
jin yi yuan 	進醫院	c=1 d=1 t=82522
jin yong 	禁用	c=2 d=1 t=103439
jin yu 	禁慾	c=1 d=1 t=55156
jin zai 	盡在	c=0 d=0.1 t=16608
jin zhan 	進展	c=4 d=0.1 t=139336
jin zhan bu 	進展不	c=1 d=1 t=2027
jin zhan le 	進展了	c=1 d=1 t=139337
jin zhang 	緊張	c=3 d=1 t=109881
jin zhang hu 	進賬戶	c=1 d=1 t=121467
jin zheng en 	金正恩	c=1 d=1 t=94875
jin zhi 	盡職	c=1 d=1 t=20967
jin zhi 	禁止	c=9 d=1 t=138814
jin zhi 	進制	c=1 d=1 t=100129
jin zhong zhao 	金鐘罩	c=1 d=1 t=30031
jin zhu 	進駐	c=2 d=1 t=93411
jin zhu 	金主	c=2 d=1.41193 t=103964
jin zhu long 	浸豬籠	c=1 d=1 t=137612
jin zhu long 	進竹籠	c=1 d=1 t=109757
jin zhuan 	金磚	c=1 d=1 t=119517
jin zhuang 	金裝	c=1 d=1.09501 t=125177
jin zhuang lv shi 	金裝律師	c=1 d=1 t=125178
jin zu 	進組	c=2 d=1 t=132595
jing 	井	c=5 d=1 t=101597
jing 	京	c=10 d=1 t=127945
jing 	敬	c=4 d=3.92644 t=35548
jing 	景	c=5 d=1 t=127755
jing 	晶	c=19 d=1 t=120350
jing 	涇	c=3 d=1.94649 t=86439
jing 	淨	c=7 d=1 t=117961
jing 	璟	c=1 d=1 t=104451
jing 	竟	c=0 d=0.1 t=75344
jing 	精	c=5 d=1 t=138363
jing 	經	c=10 d=1 t=120351
jing 	菁	c=1 d=1 t=134927
jing 	警	c=1 d=1 t=103605
jing 	鏡	c=0 d=0.1 t=91143
jing 	靖	c=1 d=1 t=113140
jing 	靜	c=10 d=1.00019 t=134725
jing 	頸	c=1 d=1 t=94895
jing bao 	警報	c=2 d=1 t=133354
jing bao 	驚爆	c=1 d=1 t=74847
jing bu qi 	經不起	c=4 d=1 t=73239
jing cai 	精彩	c=0 d=0.1 t=86889
jing cha 	警察	c=54 d=1 t=132361
jing cha shu shu 	警察叔叔	c=2 d=1 t=41038
jing chang 	經常	c=44 d=1 t=143023
jing chang chi 	經常吃	c=1 d=0.1 t=119158
jing chang chi dao 	經常吃到	c=1 d=1 t=119159
jing chang jian 	經常見	c=3 d=1 t=95066
jing che 	警車	c=0 d=0.1 t=125596
jing cheng 	京城	c=0 d=0.1 t=83626
jing cheng si shao 	京城四少	c=1 d=1 t=83627
jing chun 	景春	c=1 d=1 t=143160
jing dai 	驚呆	c=1 d=0.1 t=116351
jing dai le 	驚呆了	c=1 d=1 t=116352
jing deng 	警燈	c=1 d=1 t=106438
jing dian 	景點	c=3 d=1.94649 t=122754
jing dian 	經典	c=1 d=1 t=65729
jing dong 	驚動	c=2 d=1 t=115131
jing dong fang 	京東方	c=1 d=1 t=45400
jing du 	精度	c=4 d=1 t=125395
jing fang 	警方	c=2 d=1 t=101583
jing fei 	經費	c=4 d=0.1 t=137102
jing fu 	警服	c=1 d=1 t=114380
jing gai 	井蓋	c=0 d=0.1 t=120166
jing gai er 	井蓋兒	c=2 d=1.96561 t=120174
jing gan 	竟敢	c=2 d=1 t=113304
jing gang shan 	井岡山	c=1 d=1 t=107727
jing gao 	警告	c=12 d=1 t=132088
jing gao guo 	警告過	c=1 d=1 t=103600
jing ge 	晶哥	c=17 d=2.41746 t=124061
jing ge 	晶格	c=69 d=1 t=81732
jing guo 	經過	c=23 d=1 t=132203
jing hua 	淨化	c=1 d=1 t=74185
jing hua 	精華	c=1 d=1 t=11641
jing ji 	競技	c=0 d=0.1 t=55579
jing ji 	經濟	c=47 d=1.00002 t=141251
jing ji ji shu kai fa qu 	經濟技術開發區	c=1 d=1 t=143098
jing ji ti 	經濟體	c=1 d=1 t=32633
jing ji xiao yi 	經濟效益	c=1 d=1 t=32391
jing ji xue 	經濟學	c=4 d=1.82696 t=29457
jing ji xue jia 	經濟學家	c=2 d=1 t=123384
jing ji xue ren 	經濟學人	c=2 d=1.72253 t=26728
jing ji zhang 	經濟賬	c=1 d=1 t=43172
jing ji zhi cai 	經濟制裁	c=1 d=1 t=77215
jing jian 	精簡	c=5 d=1 t=98479
jing jiang 	京醬	c=1 d=1 t=140998
jing jie 	境界	c=2 d=1 t=73003
jing jie 	警戒	c=1 d=1 t=70437
jing jing 	靜靜	c=2 d=1.98511 t=68996
jing jiu 	敬酒	c=0 d=0.1 t=1079
jing jiu fu 	敬酒服	c=2 d=1.81058 t=1122
jing ju 	京劇	c=0 d=0.1 t=127903
jing ju 	警局	c=1 d=1 t=21915
jing jue 	警覺	c=2 d=1 t=134197
jing kong 	驚恐	c=1 d=1 t=128920
jing kou 	京口	c=1 d=1 t=128166
jing le 	驚了	c=1 d=1 t=104750
jing li 	精力	c=2 d=1 t=126063
jing li 	經歷	c=5 d=1 t=116195
jing li 	經理	c=2 d=1 t=126262
jing li le 	經歷了	c=1 d=1 t=8874
jing li run 	淨利潤	c=1 d=1 t=31058
jing mai 	靜脈	c=1 d=1 t=142495
jing mo 	靜默	c=1 d=1 t=8795
jing nan yi 	竟難以	c=1 d=1 t=75345
jing nang 	精囊	c=1 d=1 t=139580
jing nei 	境內	c=5 d=1 t=80421
jing pai 	競拍	c=1 d=1 t=86845
jing pen 	井噴	c=1 d=1 t=115217
jing pin 	競聘	c=1 d=1 t=34656
jing qi 	經期	c=1 d=1 t=133832
jing qi shen 	精氣神	c=1 d=0.1 t=110241
jing qi shen er 	精氣神兒	c=2 d=1 t=122931
jing qiao qiao 	靜悄悄	c=1 d=1 t=42031
jing quan 	警犬	c=1 d=1 t=92728
jing que 	精確	c=0 d=0.1 t=9377
jing que dao 	精確到	c=1 d=1 t=750
jing que zhi dao 	精確指導	c=1 d=1 t=9378
jing ran 	竟然	c=83 d=1.98986 t=140321
jing ran shi 	竟然是	c=2 d=1 t=21282
jing ran zhen shi 	竟然真是	c=1 d=1 t=128000
jing ren 	驚人	c=1 d=1 t=97783
jing rui 	精銳	c=3 d=1 t=77357
jing sai 	競賽	c=2 d=1 t=104520
jing shen 	淨身	c=0 d=0.1 t=100260
jing shen 	精神	c=15 d=1.07827 t=140896
jing shen bi 	精神比	c=1 d=1 t=140848
jing shen bing 	精神病	c=12 d=1.08543 t=141338
jing shen bing ren 	精神病人	c=4 d=1 t=105713
jing shen bing yuan 	精神病院	c=9 d=3.29934 t=140908
jing shen chu hu 	淨身出戶	c=3 d=2.88362 t=100275
jing shen fen lie 	精神分裂	c=1 d=1 t=111643
jing shen ji bing 	精神疾病	c=1 d=1 t=43327
jing shen ling xiu 	精神領袖	c=1 d=1 t=114542
jing shen zheng chang 	精神正常	c=1 d=1 t=88937
jing shi 	竟是	c=1 d=1 t=26882
jing shou 	經受	c=0 d=0.1 t=115780
jing shou zhu 	經受住	c=2 d=1 t=124778
jing song 	驚悚	c=0 d=0.1 t=136985
jing suan shi 	精算師	c=1 d=1 t=33671
jing sui 	精髓	c=1 d=1 t=95546
jing tai 	晶態	c=1 d=1 t=8505
jing tai 	靜態	c=3 d=1 t=42457
jing tan 	驚歎	c=0 d=0.1 t=36663
jing tan de 	驚歎的	c=1 d=1 t=36664
jing ti 	警惕	c=4 d=1 t=129416
jing ti xing 	警惕性	c=1 d=1 t=76256
jing tian 	景甜	c=11 d=1.99005 t=113116
jing tong 	精通	c=3 d=1 t=138646
jing tou 	鏡頭	c=3 d=1 t=77390
jing tu 	淨土	c=0 d=0.1 t=113065
jing wai 	境外	c=11 d=1 t=115898
jing wai shi li 	境外勢力	c=16 d=1 t=139088
jing wang 	淨網	c=1 d=1 t=97631
jing wei du 	經緯度	c=1 d=1 t=76770
jing wei tian hai 	精衛填海	c=2 d=1 t=110959
jing wen 	經文	c=1 d=1 t=6452
jing wu 	警務	c=1 d=1 t=51034
jing xi 	驚喜	c=1 d=1 t=54860
jing xiang 	競相	c=1 d=1 t=2518
jing xiang 	鏡像	c=1 d=1 t=61657
jing xin 	精心	c=1 d=1 t=11563
jing xin 	驚心	c=1 d=1 t=129582
jing xiu 	精修	c=1 d=1 t=116826
jing xuan 	競選	c=1 d=1.00005 t=138130
jing xuan 	精選	c=3 d=1 t=14422
jing xuan zong tong 	競選總統	c=1 d=1 t=136597
jing ya 	驚訝	c=2 d=1 t=84226
jing yan 	經驗	c=13 d=1.00074 t=129817
jing yan bu zu 	經驗不足	c=1 d=1 t=129154
jing yan feng fu 	經驗豐富	c=1 d=1 t=17401
jing yan jiu 	經研究	c=1 d=1 t=52497
jing yan zhi tan 	經驗之談	c=1 d=1 t=110145
jing yang 	靜養	c=2 d=1.96561 t=52561
jing ye 	敬業	c=1 d=0.1 t=111815
jing ye dian 	敬業點	c=1 d=1 t=111816
jing yi 	敬意	c=1 d=1 t=117886
jing ying 	精英	c=3 d=1 t=111468
jing ying 	經營	c=2 d=1 t=62101
jing ying bu shan 	經營不善	c=1 d=1 t=52494
jing yuan 	晶圓	c=1 d=1 t=142154
jing zhang 	警長	c=0 d=0.1 t=86467
jing zhe 	驚蟄	c=1 d=1 t=99210
jing zheng 	競爭	c=5 d=1 t=130142
jing zheng dui shou 	競爭對手	c=1 d=1 t=137337
jing zhi 	淨值	c=1 d=1 t=115488
jing zhi 	精緻	c=3 d=1 t=114024
jing zhi 	靜止	c=2 d=1.97045 t=106273
jing zhuang xiu 	精裝修	c=1 d=1 t=51307
jing zhui 	頸椎	c=1 d=1 t=100007
jing zhui bing 	頸椎病	c=1 d=1 t=52916
jing zhun 	精準	c=5 d=1 t=113224
jing zhun da ji 	精準打擊	c=1 d=1 t=9379
jing zhun du 	精準度	c=1 d=1 t=80457
jing zi 	京子	c=2 d=1 t=125118
jing zi 	精子	c=3 d=1 t=73300
jing zi 	鏡子	c=4 d=1 t=108497
jing zuo 	靜坐	c=1 d=1 t=81557
jiu 	久	c=8 d=1.0143 t=120972
jiu 	九	c=3 d=1 t=140677
jiu 	就	c=1097 d=3.54829 t=142282
jiu 	救	c=17 d=1.99005 t=131696
jiu 	舅	c=1 d=1 t=71248
jiu 	舊	c=13 d=1.00745 t=136609
jiu 	酒	c=7 d=1 t=130739
jiu an 	就按	c=1 d=1 t=113436
jiu an 	舊案	c=1 d=1 t=129360
jiu ba 	就把	c=10 d=0.1 t=138789
jiu ba 	酒吧	c=1 d=1 t=99676
jiu ba ni 	就把你	c=1 d=1 t=34848
jiu ba ta 	就把她	c=1 d=1 t=138790
jiu ban ben 	舊版本	c=1 d=1 t=134764
jiu bei 	就被	c=7 d=1.00041 t=128902
jiu bei 	酒杯	c=1 d=1 t=117827
jiu bei ni men 	就被你們	c=1 d=1 t=85224
jiu ben shang 	就本上	c=1 d=1 t=55766
jiu bi 	就比	c=3 d=1 t=110100
jiu bi ru 	就比如	c=1 d=1 t=58212
jiu bing 	救兵	c=1 d=1 t=94387
jiu bing cheng yi 	久病成醫	c=1 d=1 t=81134
jiu bu hui 	就不會	c=3 d=1 t=135297
jiu bu hui you 	就不會有	c=1 d=1 t=80832
jiu bu neng 	就不能	c=1 d=1 t=138468
jiu bu shi 	就不是	c=1 d=1 t=452
jiu bu xing 	就不行	c=1 d=1 t=16488
jiu bu yong 	就不用	c=2 d=1 t=141758
jiu bu zhi yu 	就不至於	c=1 d=1 t=106978
jiu cai 	韭菜	c=31 d=1 t=137466
jiu cai he zi 	韭菜盒子	c=1 d=1 t=2724
jiu cai men 	韭菜們	c=2 d=1 t=67936
jiu cha 	就差	c=2 d=1.07172 t=113540
jiu cha dui 	糾察隊	c=1 d=1 t=16837
jiu chan 	糾纏	c=2 d=1.00928 t=106854
jiu cheng 	就成	c=2 d=1 t=117943
jiu chu 	揪出	c=2 d=1.10026 t=80068
jiu chu lai 	救出來	c=1 d=1 t=139587
jiu cong 	就從	c=1 d=1 t=101922
jiu cuo 	糾錯	c=1 d=1 t=96202
jiu da 	九大	c=1 d=1 t=140504
jiu dang 	就當	c=2 d=1 t=95420
jiu dao 	就到	c=2 d=1 t=94936
jiu dao zhe 	就到這	c=1 d=1 t=33063
jiu de 	舊的	c=1 d=1 t=134046
jiu dei 	就得	c=10 d=1 t=115268
jiu deng 	就等	c=3 d=1.00092 t=121051
jiu deng zhe 	就等着	c=1 d=1 t=20574
jiu di 	就地	c=3 d=1 t=80690
jiu dian 	酒店	c=15 d=1 t=139343
jiu dui 	就對	c=1 d=1 t=121351
jiu duo 	就多	c=1 d=1 t=137851
jiu fa 	舊法	c=1 d=1 t=48661
jiu fen 	糾紛	c=2 d=1 t=102230
jiu gai 	就該	c=1 d=1 t=69140
jiu gan jue 	就感覺	c=4 d=1 t=123832
jiu gan shuo 	就敢說	c=1 d=1 t=76079
jiu gao 	就搞	c=1 d=1 t=128485
jiu gei 	就給	c=8 d=1 t=141635
jiu gei wo 	就給我	c=1 d=1 t=129842
jiu gen 	就跟	c=15 d=1 t=118694
jiu hao 	九號	c=1 d=1 t=66952
jiu hao 	就好	c=15 d=1 t=140442
jiu hao le 	就好了	c=5 d=1 t=140385
jiu hao xiang 	就好像	c=7 d=1 t=135057
jiu hen 	就很	c=1 d=1 t=62727
jiu hou 	酒後	c=1 d=1 t=142789
jiu hu che 	救護車	c=1 d=1 t=51876
jiu hui 	就會	c=11 d=1 t=138051
jiu hui guo 	就回國	c=1 d=1 t=106419
jiu hui si 	就會死	c=1 d=1 t=137879
jiu ji 	救濟	c=1 d=1 t=135527
jiu ji zhan 	救濟戰	c=1 d=1 t=78507
jiu jiao 	就叫	c=2 d=1.0283 t=110439
jiu jie 	糾結	c=16 d=1 t=136992
jiu jin 	就近	c=1 d=1 t=2617
jiu jin shan 	舊金山	c=2 d=1 t=127872
jiu jing 	究竟	c=2 d=1 t=133231
jiu jing 	酒精	c=3 d=1.09501 t=123779
jiu jing chang 	就經常	c=1 d=1 t=56363
jiu jiu 	久久	c=1 d=0.1 t=104608
jiu jiu 	舅舅	c=4 d=1 t=121733
jiu jiu bu neng wang huai 	就就不能忘懷	c=1 d=1 t=64694
jiu kai 	就開	c=1 d=1 t=7933
jiu kai shi 	就開始	c=2 d=1 t=56291
jiu kan 	就看	c=4 d=1 t=141400
