# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	143308
#@/user_id	77f2e777-e85d-43ee-9e5e-1824289d1c44
dao feng shan 	到風扇	c=1 d=1 t=12379
dao ge 	道哥	c=1 d=1 t=9050
dao gong si 	到公司	c=5 d=1 t=110697
dao gua 	倒掛	c=2 d=1 t=124502
dao guang 	道光	c=1 d=1 t=130634
dao hai 	倒還	c=1 d=0.1 t=124933
dao hai shi 	倒還是	c=1 d=1 t=124934
dao hai shi 	到還是	c=1 d=1 t=2041
dao han 	道涵	c=1 d=1 t=35227
dao hang 	導航	c=1 d=1 t=120668
dao hao 	盜號	c=4 d=1 t=129601
dao ji shi 	倒計時	c=1 d=1 t=63754
dao jiu dian 	到酒店	c=1 d=1 t=118806
dao ju 	道具	c=3 d=0.1 t=124706
dao ju zu 	道具組	c=1 d=1 t=124707
dao kou 	刀口	c=1 d=1 t=41010
dao lai 	到來	c=1 d=1 t=24735
dao le 	倒了	c=2 d=1 t=61216
dao le 	到了	c=23 d=0.112778 t=137635
dao li 	倒立	c=3 d=1 t=87949
dao li 	道理	c=13 d=0.100082 t=132883
dao lu 	道路	c=0 d=0.1 t=25087
dao lu shang 	道路上	c=2 d=1 t=80214
dao luan 	搗亂	c=1 d=1 t=21492
dao mei 	倒霉	c=2 d=0.1 t=129507
dao mei de 	倒霉的	c=1 d=1 t=129508
dao mu qian wei zhi 	到目前爲止	c=1 d=1 t=61697
dao na 	到哪	c=1 d=1 t=20005
dao na tian 	到那天	c=1 d=1 t=134178
dao nei 	島內	c=1 d=1 t=17848
dao nian 	悼念	c=1 d=1.02312 t=82076
dao nian huo dong 	悼念活動	c=1 d=1 t=82077
dao nin 	到您	c=1 d=1 t=28110
dao pian 	刀片	c=1 d=1 t=130620
dao qi 	到期	c=2 d=1 t=132976
dao qian 	道歉	c=4 d=1 t=136818
dao ren 	刀刃	c=3 d=1.956 t=60359
dao ru 	導入	c=1 d=1 t=697
dao shang hai 	到上海	c=1 d=1 t=28654
dao shi 	倒是	c=39 d=1 t=142220
dao shi 	到時	c=0 d=0.1 t=117139
dao shi 	導師	c=2 d=1 t=100056
dao shi hou 	倒是後	c=1 d=1 t=67920
dao shi hou 	到時候	c=12 d=1.01984 t=134825
dao shou 	到手	c=2 d=1 t=97297
dao shu 	倒數	c=7 d=1 t=93283
dao shu di er pi 	倒數第二批	c=1 d=1 t=73479
dao shu di yi 	倒數第一	c=1 d=1 t=56548
dao ta 	到他	c=1 d=1 t=21541
dao tai 	倒臺	c=2 d=1.96079 t=24487
dao teng 	搗騰	c=1 d=1 t=55897
dao tie 	倒貼	c=1 d=0.1 t=67388
dao tie qian 	倒貼錢	c=2 d=1.96561 t=67396
dao wan 	到晚	c=1 d=1 t=22943
dao wei 	到位	c=7 d=1.9802 t=139455
dao wei 	到尾	c=5 d=1 t=43969
dao wei kou 	倒胃口	c=1 d=1 t=91060
dao xia qu 	倒下去	c=1 d=1 t=26591
dao xian zai 	到現在	c=4 d=1 t=124743
dao xiang 	倒像	c=0 d=0.1 t=71692
dao xiang 	倒向	c=1 d=1 t=111374
dao xiang shi 	倒像是	c=1 d=1 t=71693
dao yan 	導演	c=4 d=1.99084 t=124726
dao yan zu 	導演組	c=1 d=1 t=124727
dao ye mei sha 	到也沒啥	c=1 d=1 t=40263
dao yi 	道義	c=1 d=1 t=1659
dao you 	道友	c=2 d=1 t=27727
dao yu 	刀魚	c=1 d=1 t=23823
dao zhe 	到這	c=0 d=0.1 t=33062
dao zhi 	導致	c=17 d=1.21762 t=116722
dao zi 	刀子	c=0 d=0.1 t=2905
dao zui hou 	到最後	c=2 d=1 t=35709
de 	地	c=5 d=1 t=96249
de 	得	c=85 d=1.00577 t=141037
de 	德	c=10 d=1.02822 t=140972
de 	的	c=5883 d=2.29542 t=143296
de ba 	的吧	c=0 d=0.1 t=133368
de ban ge 	地板革	c=0 d=0.1 t=63636
de ban ge hu 	地板革胡	c=2 d=1.99501 t=63638
de bing 	得病	c=1 d=1 t=70143
de bu chang shi 	得不償失	c=1 d=1 t=69338
de chu 	得出	c=3 d=1 t=76971
de cun jin chi 	得寸進尺	c=1 d=1 t=52359
de dao 	得到	c=5 d=0.1 t=135829
de dao 	得道	c=1 d=1 t=64425
de dao le 	得到了	c=3 d=1 t=74184
de fen 	得分	c=2 d=1 t=115364
de guo 	得過	c=2 d=1 t=78319
de guo 	德國	c=9 d=1.72319 t=138579
de guo qie guo 	得過且過	c=1 d=1 t=46685
de guo ren 	德國人	c=1 d=1 t=129767
de guo ren min 	德國人民	c=1 d=1 t=78054
de guo zhi sheng 	德國之聲	c=1 d=1 t=74311
de hei 	的黑	c=0 d=0.1 t=130492
de hei lan 	德黑蘭	c=2 d=1 t=142735
de hei lan 	的黑爛	c=1 d=1 t=130493
de hen 	得很	c=0 d=0.1 t=102753
de hua 	的話	c=28 d=1 t=142051
de la 	德拉	c=0 d=0.1 t=45885
de la nuo 	德拉諾	c=1 d=1 t=45886
de le 	得了	c=9 d=1 t=111208
de li 	得力	c=1 d=1 t=84456
de lian 	的臉	c=0 d=0.1 t=61029
de liao 	得了	c=0 d=0.1 t=17456
de ma 	的嗎	c=0 d=0.1 t=7155
de qi 	得起	c=1 d=1 t=125977
de ren 	的人	c=1 d=0.1 t=134673
de rou pian 	的肉片	c=1 d=1 t=84038
de se 	得瑟	c=1 d=1 t=98258
de se 	得色	c=1 d=1 t=40853
de sheng 	德勝	c=1 d=1 t=124672
de shi 	的事	c=2 d=1 t=45115
de shi hou 	的時候	c=9 d=1.47473 t=114975
de shou 	得手	c=1 d=1 t=109584
de wen ti 	的問題	c=1 d=1 t=129063
de xing 	德性	c=1 d=1 t=127194
de yang zi 	的樣子	c=1 d=1 t=137174
de you 	的有	c=1 d=1 t=37277
de zhou 	德州	c=8 d=0.1 t=138853
de zhu 	得主	c=0 d=0.1 t=134450
de zhu 	得住	c=1 d=1 t=109023
de zui 	得罪	c=1 d=1 t=17114
dei 	得	c=74 d=1 t=140837
dei qu 	得去	c=1 d=1 t=100796
dei shi 	得是	c=1 d=1 t=27055
dei xiang 	得像	c=1 d=1 t=116110
deng 	燈	c=5 d=1.99005 t=140687
deng 	登	c=4 d=1 t=140689
deng 	瞪	c=3 d=1.89583 t=73804
deng 	等	c=86 d=1.64488 t=142383
deng 	鄧	c=9 d=1 t=102561
deng an men 	等俺們	c=1 d=1 t=137600
deng bu dao 	等不到	c=3 d=1 t=130863
deng bu ji 	等不及	c=3 d=1 t=103764
deng bu li duo 	鄧布利多	c=2 d=1.9802 t=19491
deng dai 	等待	c=6 d=1 t=107440
deng dao 	等到	c=6 d=1.01672 t=101108
deng de 	等的	c=1 d=1 t=35055
deng deng 	等等	c=2 d=1 t=137231
deng ding 	登頂	c=1 d=1 t=29594
deng dui 	登對	c=1 d=1 t=135462
deng hao 	等號	c=1 d=1 t=25201
deng hui 	等會	c=1 d=1 t=35812
deng ji 	登機	c=4 d=1 t=101073
deng ji 	登記	c=14 d=1 t=138998
deng ji 	等級	c=15 d=1.40052 t=130610
deng ji pai 	登機牌	c=5 d=4.22762 t=101134
deng jia 	等價	c=0 d=0.1 t=126016
deng jia yu 	等價於	c=1 d=1 t=126017
deng le 	等了	c=3 d=0.1 t=127406
deng li jun 	鄧麗君	c=4 d=1.09427 t=132867
deng lu 	登錄	c=12 d=2.75194 t=141582
deng lu 	登陸	c=5 d=1 t=125797
deng men 	登門	c=1 d=1 t=112197
deng ni 	等你	c=4 d=1 t=141510
deng sha 	等啥	c=1 d=1 t=94372
deng si 	等死	c=3 d=1.0027 t=81133
deng ta 	燈塔	c=1 d=1 t=8740
deng ta 	等她	c=1 d=1 t=121699
deng ta men 	等他們	c=2 d=1 t=130024
deng tian 	登天	c=1 d=1 t=35613
deng tong 	等同	c=1 d=1 t=57362
deng tong yu 	等同於	c=1 d=1 t=24968
deng wo 	等我	c=6 d=1 t=137139
deng xiao ping 	鄧小平	c=7 d=1 t=130619
deng xiao xi 	等消息	c=1 d=1 t=135584
deng yi hui 	等一會	c=1 d=1 t=71155
deng yu 	等於	c=3 d=1 t=80202
deng yue 	登月	c=3 d=2.80086 t=90150
deng zhe 	瞪着	c=1 d=1 t=75519
deng zhe 	等着	c=15 d=1 t=138260
deng zi 	凳子	c=2 d=1 t=127575
di 	低	c=36 d=1 t=139864
di 	地	c=10 d=1 t=138904
di 	娣	c=1 d=1 t=91290
di 	帝	c=25 d=1 t=127053
di 	底	c=4 d=1 t=137073
di 	敵	c=1 d=1 t=116517
di 	棣	c=1 d=1 t=133625
di 	滴	c=8 d=1.00343 t=119948
di 	第	c=5 d=1 t=125168
di 	迪	c=0 d=0.1 t=111883
di 	遞	c=0 d=0.1 t=2905
di ba 	帝吧	c=2 d=1.96561 t=36495
di ba 	第八	c=1 d=1 t=129826
di bai 	迪拜	c=1 d=1 t=133247
di ban 	地板	c=2 d=0.1 t=122586
di ban shang 	地板上	c=1 d=1 t=122587
di bao 	低保	c=14 d=1.80657 t=69072
di bao 	地堡	c=1 d=0.1 t=141993
di bao tian 	地包天	c=1 d=1 t=135466
di bu 	地步	c=2 d=1 t=101915
di ceng 	底層	c=12 d=1.00347 t=129084
di ceng ren 	底層人	c=3 d=1 t=111441
di chu 	牴觸	c=1 d=1 t=11708
di ci 	地磁	c=0 d=0.1 t=134956
di ci feng bao 	地磁風暴	c=1 d=1 t=134957
di dai 	地帶	c=1 d=1 t=140862
di dao 	低到	c=1 d=1 t=121678
di dao zi 	遞刀子	c=3 d=1 t=80423
di de hua 	低的話	c=1 d=1 t=62069
di deng 	低等	c=0 d=0.1 t=44686
di deng ren 	低等人	c=1 d=1 t=44687
di di 	弟弟	c=11 d=1 t=124893
di di 	滴滴	c=4 d=1 t=103215
di di wei 	敵敵畏	c=1 d=1 t=138883
di dian 	低點	c=1 d=1 t=100957
di dian 	地點	c=5 d=1 t=130821
di diao 	低調	c=8 d=1 t=83061
di diao dian 	低調點	c=1 d=1 t=20040
di dong 	地洞	c=0 d=0.1 t=30585
di duan 	低端	c=6 d=1 t=129234
di duan ren kou 	低端人口	c=4 d=1 t=129248
di er 	地兒	c=2 d=1 t=139570
di er 	底兒	c=3 d=1 t=113538
di er 	第二	c=18 d=1.00362 t=125985
di er bu 	第二步	c=1 d=1 t=19422
di er bu 	第二部	c=1 d=1 t=13622
di er ci 	第二次	c=4 d=1 t=89472
di er fen 	第二分	c=1 d=1 t=77487
di er ge 	第二個	c=5 d=1 t=141738
di er ge ren 	第二個人	c=1 d=1 t=134930
di er ji 	第二季	c=3 d=1 t=114604
di er jie 	第二屆	c=1 d=1 t=36058
di er lei 	第二類	c=1 d=1 t=142500
di er lun 	第二輪	c=1 d=1 t=97249
di er ming 	第二名	c=1 d=1 t=32636
di er pai 	第二排	c=1 d=1 t=1769
di er pi 	第二批	c=0 d=0.1 t=73478
di er tian 	第二天	c=7 d=1 t=128697
di er tiao 	第二條	c=2 d=1 t=102061
di er wei 	第二位	c=0 d=0.1 t=11479
di er wei dian 	第二位點	c=1 d=1 t=11480
di er zhang 	第二張	c=1 d=1 t=141175
di er zhang 	第二章	c=1 d=1 t=72078
di er zhen 	第二真	c=1 d=1 t=51852
di fang 	地方	c=54 d=1.00035 t=142758
di fang 	提防	c=2 d=1.00037 t=9730
di fang 	敵方	c=1 d=1 t=51464
di fang le 	地方了	c=1 d=1 t=120446
di fang qu 	地方去	c=1 d=1 t=141474
di fang zhai 	地方債	c=1 d=1 t=129835
di fen 	低分	c=1 d=1 t=108676
di feng xian 	低風險	c=1 d=1 t=65953
di gou 	地溝	c=0 d=0.1 t=38173
di gou you 	地溝油	c=3 d=1 t=131338
di gu 	低估	c=2 d=1 t=117388
di gu 	嘀咕	c=1 d=1 t=5923
di guo 	帝國	c=6 d=1 t=131509
di guo 	敵國	c=1 d=1 t=26253
di guo shi dai 	帝國時代	c=1 d=1 t=115200
di guo zhu yi 	帝國主義	c=4 d=1 t=139635
di hen duo 	低很多	c=1 d=1 t=115260
di hua zhi xiu 	蒂花之秀	c=1 d=1 t=131592
di ji 	低級	c=1 d=1 t=116146
di ji 	地基	c=1 d=1 t=98505
di ji hong 	低級紅	c=1 d=1 t=15323
di jie 	低階	c=1 d=1 t=45623
di jing 	地精	c=1 d=1 t=35741
di kang 	抵抗	c=2 d=1.75578 t=121255
di ku 	底褲	c=2 d=1 t=100853
di la ke 	狄拉克	c=1 d=1 t=126355
di le 	低了	c=2 d=1 t=118966
di li 	地理	c=2 d=1.99501 t=122640
di liu 	第六	c=0 d=0.1 t=77924
di liu ji 	第六集	c=1 d=1 t=77925
di liu yi yuan 	第六醫院	c=1 d=1 t=30046
di long 	地龍	c=1 d=1 t=113173
di mian 	地面	c=5 d=1 t=89497
di mian kong zhi tai 	地面控制檯	c=1 d=1 t=20821
di neng 	低能	c=1 d=0.1 t=100282
di pan 	地盤	c=2 d=1.96079 t=113918
di pi 	地痞	c=1 d=1 t=79531
di pian 	底片	c=1 d=1 t=116832
di qi 	地氣	c=3 d=1 t=113589
di qi 	底氣	c=2 d=1 t=39747
di qi 	第七	c=0 d=0.1 t=65122
di qi jun tuan 	第七軍團	c=1 d=1 t=65123
di qin 	地勤	c=2 d=1.9802 t=86727
di qing 	敵情	c=1 d=1 t=129526
di qiu 	地球	c=17 d=1 t=138547
di qiu ren 	地球人	c=3 d=1 t=116062
di qiu shang 	地球上	c=2 d=1 t=103567
di qu 	地區	c=6 d=1 t=88251
di ren 	敵人	c=7 d=1.09802 t=138143
di ren de 	敵人的	c=1 d=1 t=34145
di ren mei si 	敵人沒死	c=1 d=1 t=116518
di san 	第三	c=2 d=1 t=124862
di san ci 	第三次	c=1 d=1 t=112344
di san fang 	第三方	c=1 d=1 t=54053
di san ge 	第三個	c=6 d=1 t=141740
di san ji 	第三集	c=2 d=1.94649 t=310
di san mu biao 	第三目標	c=1 d=1 t=29851
di san tian 	第三天	c=1 d=1 t=89762
di san zhen 	第三針	c=1 d=1 t=21669
di shang 	地上	c=3 d=1 t=107095
di shang le 	地上了	c=1 d=1 t=49581
di shao 	低燒	c=0 d=0.1 t=84992
di shi 	敵視	c=1 d=1 t=18113
di shi 	第十	c=0 d=0.1 t=78598
di shi ban 	第十版	c=2 d=1.9802 t=78603
di shi ni 	迪士尼	c=2 d=1 t=109730
di shou ru 	低收入	c=2 d=1.00004 t=47742
di shui bu lou 	滴水不漏	c=1 d=1 t=101842
di si ci 	第四次	c=1 d=1 t=35049
di si ge 	第四個	c=1 d=1 t=37430
di si zhang 	第四章	c=2 d=1.00008 t=8367
di tan 	地攤	c=2 d=1 t=111704
di tang 	低糖	c=1 d=1 t=51960
di te 	敵特	c=1 d=1 t=90143
di te lv 	底特律	c=5 d=1 t=132836
di tie 	地鐵	c=16 d=1 t=131329
di ting 	迪廳	c=1 d=1 t=52436
di tou 	低頭	c=2 d=1 t=86782
di tu 	地圖	c=30 d=1.00003 t=130235
di tu shang 	地圖上	c=1 d=1 t=19711
di wei 	地位	c=4 d=1 t=112297
di wu 	第五	c=1 d=1 t=126412
di wu ci 	第五次	c=1 d=1 t=102369
di wu ge 	第五個	c=1 d=1 t=99896
di wu ji 	第五集	c=1 d=1 t=89822
di wu juan 	第五卷	c=1 d=1 t=91326
di wu tiao 	第五條	c=1 d=1 t=79089
di xia 	地下	c=2 d=1 t=138913
di xia 	底下	c=3 d=1.9802 t=88117
di xia shi 	地下室	c=6 d=1 t=132459
di xia shui 	地下水	c=1 d=1 t=74144
di xian 	底線	c=11 d=1 t=100880
di xiao 	低效	c=1 d=1 t=36409
di xiao 	抵消	c=0 d=0.1 t=116527
di xiao le 	抵消了	c=1 d=1 t=116528
di xin 	底薪	c=1 d=1 t=113675
di xin yong 	低信用	c=1 d=1 t=108707
di xing 	地形	c=1 d=1 t=126096
di xue tang 	低血糖	c=1 d=1 t=23820
di ya 	抵押	c=2 d=1 t=105194
di yi 	第一	c=18 d=1 t=137446
di yi bo 	第一波	c=1 d=1 t=74477
di yi bu 	第一步	c=5 d=1 t=133460
di yi ci 	第一次	c=27 d=1.01708 t=126714
di yi ci jian mian 	第一次見面	c=1 d=1 t=81387
di yi dian 	低一點	c=1 d=1 t=67211
di yi duan 	第一段	c=1 d=1 t=98984
di yi fan ying 	第一反應	c=1 d=0.1 t=118109
di yi ge 	第一個	c=16 d=1 t=141720
di yi ge yue 	第一個月	c=2 d=1 t=109945
di yi guo ji 	第一國際	c=1 d=1 t=37900
di yi ji 	第一季	c=1 d=1 t=77907
di yi ji 	第一集	c=3 d=1.88692 t=89120
di yi ji du 	第一季度	c=1 d=1 t=52190
di yi jie 	第一屆	c=1 d=1 t=109973
di yi ju 	第一句	c=1 d=1 t=136521
di yi pi 	第一批	c=2 d=1 t=90790
di yi qiang 	第一槍	c=1 d=1 t=49313
di yi shi jian 	第一時間	c=5 d=1 t=98626
di yi tian 	第一天	c=2 d=1.54335 t=8606
di yi tiao 	第一條	c=1 d=1 t=6125
di yi xie 	低一些	c=1 d=1 t=64762
di yi yan 	第一眼	c=6 d=1 t=119589
di yi zhang 	第一張	c=2 d=1 t=111517
di yi zhang tu 	第一張圖	c=1 d=1 t=68143
di yin pao 	低音炮	c=1 d=1 t=118102
di you 	地有	c=1 d=1 t=136273
di you jia 	低油價	c=1 d=1 t=44404
di yu 	低於	c=3 d=1 t=125715
di yu 	地域	c=1 d=1 t=23644
di yu 	地獄	c=2 d=1 t=106342
di yu huo 	地獄火	c=3 d=2.08511 t=35947
di yu quan 	地獄犬	c=1 d=1 t=84467
di yuan zheng zhi 	地緣政治	c=4 d=1 t=111363
di yun 	底蘊	c=1 d=1 t=129447
di zhai 	抵債	c=1 d=1 t=35715
di zhen 	地震	c=6 d=1.66646 t=94959
di zhi 	地址	c=21 d=1.98511 t=142828
di zhi 	抵制	c=1 d=1 t=15913
di zhong hai 	地中海	c=2 d=1.98511 t=39270
di zhu 	地主	c=5 d=0.1 t=138833
di zi 	弟子	c=3 d=1 t=133048
di zou 	地走	c=1 d=1 t=129441
dian 	丶	c=2 d=1 t=105185
dian 	典	c=1 d=1 t=134427
dian 	墊	c=2 d=1 t=105187
dian 	店	c=25 d=1.00192 t=128167
dian 	碘	c=1 d=1 t=90839
dian 	電	c=5 d=1.00142 t=105186
dian 	顛	c=1 d=1 t=134426
dian 	點	c=157 d=1.00003 t=142123
dian ban 	點半	c=1 d=1 t=126492
dian bao 	電報	c=8 d=1 t=139294
dian bao shang 	電報上	c=1 d=1 t=71438
dian bei 	墊背	c=3 d=1 t=54576
dian bu dao 	點不到	c=1 d=1 t=87665
dian can 	點餐	c=1 d=1 t=14218
dian chang 	電廠	c=1 d=0.407279 t=140431
dian chang li 	電廠裏	c=1 d=1 t=140432
dian che 	電車	c=8 d=1 t=130368
dian che zhi lang 	電車之狼	c=1 d=1 t=38888
dian chi 	電池	c=12 d=1.82696 t=106557
dian chu 	點出	c=1 d=1 t=59354
dian ci 	電磁	c=3 d=1 t=113856
dian ci fa 	電磁閥	c=2 d=1.91393 t=113889
dian ci lu 	電磁爐	c=2 d=1.94176 t=34348
dian ci tan she 	電磁彈射	c=1 d=1 t=58945
dian dao 	顛倒	c=1 d=1 t=31492
dian deng 	電燈	c=1 d=0.1 t=74797
dian deng 	點燈	c=2 d=1 t=74799
dian di 	墊底	c=4 d=1 t=67818
dian di er 	墊底兒	c=1 d=1 t=18401
dian dong 	電動	c=3 d=1.03288 t=88809
dian dong che 	電動車	c=3 d=1 t=141336
dian er 	點兒	c=6 d=1 t=141309
dian fan 	典範	c=5 d=1 t=112869
dian fen 	澱粉	c=1 d=1 t=95586
dian feng 	巔峯	c=2 d=1 t=73936
dian feng shan 	電風扇	c=1 d=1 t=64833
dian fu 	墊付	c=1 d=1 t=33680
dian gan 	電感	c=1 d=1 t=104063
dian ge 	墊個	c=0 d=0.1 t=99188
dian ge di er 	墊個底兒	c=1 d=1 t=99189
dian gu 	典故	c=2 d=1 t=125315
dian guo 	點過	c=2 d=1.89137 t=15424
dian han gong 	電焊工	c=1 d=1 t=96243
dian hao 	點好	c=0 d=0.1 t=91198
dian hao le 	點好了	c=1 d=1 t=91199
dian hu 	佃戶	c=1 d=1 t=138837
dian hua 	電話	c=62 d=2.04019 t=139182
dian hua de 	電話的	c=1 d=1 t=103066
dian hua hao ma 	電話號碼	c=3 d=1 t=111266
dian hua hou 	電話後	c=1 d=1 t=12675
dian hua jia 	碘化鉀	c=1 d=1 t=90846
dian hua ka 	電話卡	c=1 d=1 t=116245
dian huo hua 	電火花	c=2 d=1.81058 t=118268
dian ji 	典籍	c=1 d=1 t=122583
dian ji 	惦記	c=5 d=1 t=97507
dian ji 	點擊	c=2 d=1 t=141564
dian ji de 	惦記的	c=1 d=1 t=13650
dian jia 	店家	c=3 d=1 t=121929
dian jia 	電價	c=2 d=1.96561 t=74002
dian jin qu 	點進去	c=13 d=1 t=137462
dian ka 	點卡	c=0 d=0.1 t=72758
dian kai 	點開	c=5 d=1 t=132632
dian le 	顛了	c=1 d=1 t=106170
dian le 	點了	c=1 d=1 t=126427
dian li 	店裏	c=4 d=1 t=121945
dian li 	電力	c=4 d=2.27725 t=124822
dian liang 	掂量	c=1 d=1 t=112705
dian liu 	電流	c=1 d=1 t=118276
dian lu 	電路	c=3 d=2.9458 t=104065
dian luan dao feng 	顛鸞倒鳳	c=1 d=1 t=90877
dian men 	店門	c=1 d=1 t=139684
dian ming 	點名	c=9 d=1 t=132918
dian nao 	電腦	c=17 d=1 t=139946
dian nao shang 	電腦上	c=3 d=1 t=82441
dian nuan qi 	電暖器	c=1 d=1 t=60176
dian pao 	點炮	c=1 d=1 t=42913
dian ping 	點評	c=1 d=1 t=99256
dian ping ban 	點評版	c=1 d=1 t=96994
dian po 	點破	c=2 d=1 t=118583
dian pu 	店鋪	c=1 d=1 t=41716
dian qi 	電器	c=3 d=1 t=134401
dian qian 	點錢	c=2 d=0.1 t=137843
dian rong 	電容	c=2 d=1.97045 t=104068
dian shi 	電視	c=5 d=1 t=142708
dian shi he zi 	電視盒子	c=1 d=1 t=103045
dian shi jia 	電視家	c=1 d=1 t=87800
dian shi jian 	點時間	c=1 d=1 t=120630
dian shi ju 	電視劇	c=3 d=1.00117 t=134812
dian shi ruan jian 	電視軟件	c=1 d=1 t=102858
dian shi tai 	電視臺	c=5 d=1 t=87799
dian shu 	點數	c=2 d=1 t=60249
dian tan 	電彈	c=1 d=1 t=69454
dian ti 	電梯	c=2 d=2.06652 t=90697
dian wai mai 	點外賣	c=3 d=1.00152 t=121935
dian wan 	點完	c=1 d=1 t=87533
dian wang 	電網	c=2 d=1 t=46114
dian xian 	電線	c=0 d=0.1 t=68194
dian xian gan 	電線杆	c=1 d=1 t=81497
dian xin 	電信	c=1 d=1 t=99583
dian xin 	點心	c=3 d=0.1 t=123098
dian xing 	典型	c=1 d=1 t=82927
dian xue 	點穴	c=1 d=1 t=12824
dian ya 	電壓	c=0 d=0.1 t=119288
dian ya li 	電壓力	c=1 d=1 t=119289
dian yan 	碘鹽	c=1 d=1 t=13093
dian ying 	電影	c=18 d=1 t=142734
dian ying yuan 	電影院	c=4 d=2.88391 t=89718
dian yuan 	店員	c=2 d=1 t=116614
dian yuan 	電源	c=1 d=1 t=118502
dian zan 	點讚	c=6 d=1 t=76391
dian zha 	電閘	c=2 d=1 t=109109
dian zhou 	電軸	c=3 d=2.7744 t=102050
dian zi 	電子	c=5 d=1.00608 t=136868
dian zi 	點子	c=1 d=1 t=57331
dian zi piao 	電子票	c=1 d=1 t=101172
dian zi yin hang 	電子銀行	c=1 d=1 t=136871
dian zu 	電阻	c=7 d=1.9802 t=128888
dian zu lv 	電阻率	c=1 d=1 t=126030
diao 	刁	c=4 d=1 t=134904
diao 	叼	c=2 d=1 t=77232
diao 	吊	c=2 d=1 t=119587
diao 	屌	c=1 d=1 t=70902
diao 	掉	c=24 d=1 t=138971
diao 	調	c=7 d=1 t=127024
diao 	釣	c=5 d=1 t=123878
diao 	雕	c=35 d=1 t=140217
diao 	鵰	c=4 d=1.17645 t=71126
diao bing 	調兵	c=1 d=1 t=26466
diao bu shang 	釣不上	c=1 d=1 t=59559
diao cha 	調查	c=28 d=0.1 t=137903
diao cha guo 	調查過	c=1 d=1 t=137904
diao cha ju 	調查局	c=1 d=1 t=29371
diao cha shu ju 	調查數據	c=1 d=1 t=133114
diao chong xiao ji 	雕蟲小技	c=1 d=1 t=130315
diao da 	吊打	c=1 d=1 t=66129
diao fen 	掉粉	c=3 d=1 t=121965
diao hao 	調號	c=1 d=1 t=135450
diao hun 	調魂	c=1 d=1 t=10295
diao jin qu 	掉進去	c=1 d=1 t=120178
diao ke 	雕刻	c=1 d=1 t=23613
diao le 	掉了	c=6 d=1 t=119719
diao le 	釣了	c=1 d=1 t=74062
diao luo 	掉落	c=1 d=1 t=75027
diao luo lie biao 	掉落列表	c=1 d=1 t=13267
diao lv 	掉率	c=1 d=1 t=30385
diao mao 	掉毛	c=2 d=1.08937 t=130192
diao min 	刁民	c=6 d=1 t=123252
diao nao dai 	掉腦袋	c=1 d=1 t=4780
diao pan 	叼盤	c=1 d=1 t=56107
diao pi 	貂皮	c=1 d=1 t=133395
diao ping 	吊瓶	c=1 d=1 t=70033
diao qi lai 	吊起來	c=2 d=1 t=113933
diao sha 	釣啥	c=1 d=1 t=57046
diao su 	雕塑	c=0 d=0.1 t=10095
diao tou 	調頭	c=2 d=1 t=83348
diao xia lai 	掉下來	c=1 d=1 t=64967
diao xia qu 	掉下去	c=2 d=1.00002 t=99043
diao xiang 	雕像	c=2 d=1 t=126168
diao yan 	調研	c=1 d=1 t=111480
diao yu 	釣魚	c=20 d=1 t=130466
diao yu shi sha 	釣魚是啥	c=1 d=1 t=9694
diao zhe 	吊着	c=1 d=1 t=16990
diao zuan 	刁鑽	c=3 d=1 t=137481
die 	爹	c=28 d=1.94649 t=137127
die 	疊	c=2 d=1 t=16638
die 	蝶	c=1 d=1 t=129713
die 	跌	c=6 d=1 t=132772
die bei 	疊被	c=0 d=0.1 t=105221
die bei zi 	疊被子	c=1 d=1 t=105222
die dang qi fu 	跌宕起伏	c=0 d=0.1 t=97813
die jia 	疊加	c=0 d=0.1 t=119710
die jia shang 	疊加上	c=1 d=1 t=119711
die le 	跌了	c=1 d=1 t=36433
die luo han 	疊羅漢	c=1 d=1 t=85190
die po 	跌破	c=2 d=1 t=42534
die wei 	爹味	c=1 d=1 t=115394
die wei er 	爹味兒	c=2 d=1 t=93572
din 	𨈖	c=0 d=0.1 t=116323
ding 	丁	c=3 d=1 t=114463
ding 	定	c=7 d=1 t=131707
ding 	盯	c=1 d=1 t=35484
ding 	腚	c=6 d=1 t=138977
ding 	訂	c=3 d=1.93707 t=100366
ding 	頂	c=5 d=1 t=130365
ding bu zhu 	頂不住	c=1 d=1 t=88845
ding ceng 	頂層	c=1 d=1 t=28179
ding ci 	釘刺	c=2 d=1.99005 t=2339
ding dan 	訂單	c=3 d=1.70356 t=105622
ding dang 	叮噹	c=0 d=0.1 t=86059
ding dang mao 	叮噹貓	c=1 d=1 t=86060
ding dian 	定點	c=3 d=0.1 t=113224
ding dian qing chu 	定點清除	c=1 d=1 t=113225
ding diao 	定調	c=2 d=1 t=21019
ding ding 	丁丁	c=3 d=1 t=129189
ding ding da ming 	鼎鼎大名	c=1 d=1 t=33527
ding duan 	頂端	c=1 d=1.09005 t=117700
ding duan xin wen 	頂端新聞	c=1 d=1 t=117701
ding e 	定額	c=1 d=1 t=63763
ding feng 	頂峯	c=1 d=1 t=83810
ding feng 	頂風	c=1 d=1 t=41213
ding guo 	頂鍋	c=1 d=1 t=60357
ding hao 	定好	c=1 d=1 t=46109
